handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_e1e2d00c-50cd-7502-a7a0-fad891d2973f,Product,Mt. Boucherie White Label 2024 Pinot Gris,"<p>100% Pinot Gris, cultivated in Yakima Valley, AVA Washington State.</p><p>&nbsp;</p><p>Clean, bright, with delicate citrus and stone fruit notes, this is a Pinot Gris that feels close to home.</p>",7c9ba4_c6065bff994340f881ad37ad2e5015a3~mv2.png,Mt. Boucherie Estate Winery; Okanagan; White; Wine,295323,,16.99,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_1fe75c11-8eac-6bc3-7e18-b5bad5192d69,Product,Mt. Boucherie Reserve Malbec 2022,"<p>Our 2021 Reserve Malbec was farmed at Lazy River Vineyard in South Cawston, Similkameen Valley.</p>",7c9ba4_219aac5b1e094040befca59aee197aec~mv2.png,Mt. Boucherie Estate Winery; Okanagan; Red; Wine,261192,,29.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_4d37d551-b614-fa13-5a39-b24b2d99da1a,Product,Mt. Boucherie Reserve Merlot 2021,"<p>Our 2021&nbsp;Reserve Merlot was farmed at Lazy River Vineyard in South Cawston, South Rock Vineyard on the Golden Mile Bench, and Lost Horn Vineyard in Okanagan Falls.</p><p>&nbsp;</p><p>100% Merlot</p><p>Aged in American and French oakfor 14 months, 25% of which was new.</p>",7c9ba4_a4c47b2531e24aca83eb619ba6f6a7ca~mv2.png,Mt. Boucherie Estate Winery; Okanagan; Red; Wine,213567,,21.99,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_7e71951b-1206-e256-5653-86a5519e58f7,Product,Mt. Boucherie Reserve Chardonnay 2023,"<p>A full-bodied Chardonnay showing aromas and flavours of peach, pineapple,<br>Meyer lemon, and oak spice. Rich seafood dishes or roasted white meats are perfect pairings.</p>",7c9ba4_6f3b0e3fb7e649fdb8efcbbf87286542~mv2.png,Mt. Boucherie Estate Winery; Okanagan; White; Wine,64527,,21.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_04797fbf-1f09-e0e5-555c-b3016d346b85,Product,Mt. Boucherie Reserve Syrah 2022,"<p>Our 2020 Reserve Syrah was farmed at Lazy River Vineyard in the Similkameen Valley, as well as South Rock Vineyard on the Golden Mile Bench and Lost Horn Vineyard in Okanagan Falls.</p>",7c9ba4_c0ff86c9dbb540a89e8dacabdd49f2a7~mv2.png,Mt. Boucherie Estate Winery; Okanagan; Red; Wine,66076,,29.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_32c0faa1-0202-7292-c0cd-ff5f9fb5d547,Product,Mt. Boucherie Summit (Meritage) 2019,"<p>Varieties:</p><p>57% Merlot, 26% Cabernet Franc, 9% Carménère, 5% Malbec, 2% Cabernet Sauvignon, 1% Syrah<br>Appellation: British Columbia BC VQA<br>Cellar: Aged in 100% French oak for 24 months, 35% of which was new.</p>",7c9ba4_b6f60bf681aa4621ac367c1e89b0f42a~mv2.png,Mt. Boucherie Estate Winery; Okanagan; Red; Wine,632893,,39.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_329d3177-1da6-f0be-ab3a-5ca9de7a9de4,Product,Cobble Hill Winery 2023 Muscat,"<p>Our 2023 Muscat captivates the senses with its star-bright clarity and medium straw hue, accented by a delicate fern green tint at the rim. The nose offers a whiplash inducing intensity of jasmine, lychee, and lemon verbena, inviting you to indulge from the first sniff. On the palate, these vibrant aromatics are joined by honeydew melon and a touch of savory texture from whole cluster pressing. Medium-bodied with delicate acidity, this Muscat finishes steely and clean, promising a truly memorable tasting experience. Harvested from Zanatta Vineyard.</p>",7c9ba4_9a1652e9b5844e52b9e2a62c063d1a91~mv2.png,Cobble Hill Winery; Vancouver Island; White; Wine,314383,,19.98,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ca28402-71be-64d6-5c85-60a333cfe875,Product,Cobble Hill Winery 2023 Merlot,"<p>This wine captivates with its clear, day-bright clarity and deep ruby color, edged with pale purple. On the nose, it enchants with gorgeous aromas of damson plum, dark rose petals, cassis, and a hint of fresh-cut cedar. The palate is rich with loads of black cherry up front, followed by notes of bergamot tea and cacao nibs. Medium-plus bodied with youthful tannins, this Merlot features juicy acidity and a touch of pomegranate on the finish.&nbsp; Grown at Zanatta Vineyards.</p>",7c9ba4_c2924a34347b4f2590e451bd9cfdab28~mv2.png,Cobble Hill Winery; Red; Vancouver Island; Wine,314404,,23.31,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_5b7d3c21-e11a-b261-648e-d91d58b5cd6d,Product,Cobble Hill Winery 2023 Estate Castel,"<p>Castel is a French-American hybrid of Cinsault x V. rupestris, sustainably farmed and estate-grown since its planting in 2006. This ""ink grade"" wine showcases an incredible depth of color, with an inky purple, nearly opaque midnight black hue. Castel underwent a 30% whole cluster fermentation to enrich the mid-palate structure, adding hints of black pepper to its complex profile. On the nose, dense layers of dark plums, freshly cracked black pepper, and a nostalgic hint of Flintstone vitamins invite you to indulge. The palate reveals sun-warmed blackberries, Santa Rosa plum, and clove, complemented by a dash of dark chocolate. This full-bodied wine offers a rich expression of ripe, hillside fruit, balanced acidity, and soft, well-integrated tannins, culminating in a long, complex finish.</p>",7c9ba4_195f569747d94365ac3b4449730b6c44~mv2.png,Cobble Hill Winery; Red; Vancouver Island; Wine,314399,,19.98,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_951742ac-c3c1-be4b-5817-df050db282e0,Product,Cobble Hill Winery 2023 Zweigelt,"<p>With a brilliant, star-bright clarity and a pale straw color with hints of green chartreuse at the edges, this Austrian variety&nbsp;thrives in our local microclimate, offering a vibrant blend of exotic aromas and flavors. The lush medium-deep ruby color with brilliant clarity beckons the eye, while the nose presents a spicy blend of pink and Szechuan peppercorns intertwined with enticing notes of blood orange and cranberry. On the palate, this fruit-forward and juicy wine bursts with tart cherry, pomegranate, blood orange, and spice. A lovely mid-palate texture, mouthwatering acidity, and moderately solid tannins lead to a long, intense finish with good intensity. Aged in a mix of neutral French oak and stainless steel, this wine's nuanced aromas and flavors are both enhanced and preserved.</p>",7c9ba4_e99892fa25e94480b48db705e0100264~mv2.png,Cobble Hill Winery; Vancouver Island; Rosé; Wine,314407,,19.98,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_c37705c4-73af-db8c-7713-1b444bd8fc39,Product,"Cobble Hill Winery 2024 Pinot Gris ""Rouge""","<p>Our 2024&nbsp;Skin Fermented Pinot Gris is an intriguing and captivating wine. It sparkles with star-like clarity and a pale garnet hue. Featuring wild alpine strawberries, black raspberry, and struck flint, with a subtle hint of wild fennel and saffron on the nose. The palate opens with a snap of tart fruit, leading to the taste of Mirabelle plums grilled over hardwood coals, and finishes with lingering strawberries. Its refreshing acidity and a fine band of firm tannins create a balanced, light-bodied wine with good tension. Initially intended as a direct-press white wine, fate intervened, inspiring us to<br>showcase the beautiful color of the Pinot Gris grapes. The result is a stunning light red wine that fully captures the essence of the varietal.</p>",7c9ba4_5da64958f4194dd18f2f1b50d5d489f3~mv2.png,Cobble Hill Winery; Vancouver Island; White; Wine,314372,,19.98,,true,PERCENT,0.0,InStock,,20.0,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_6d422bd0-93b5-e4bf-7098-cc7dfda283c0,Product,Cobble Hill Winery 2022 Pinot Gris,"<p>Gently basket-pressed and fermented in stainless steel, this medium-bodied wine offers a harmonious acidity. In the glass, it shines with star-bright clarity and a medium straw hue touched with copper. The nose reveals light citrus notes mingled with honeysuckle, chamomile, and forest rain. On the palate, experience flavors of white peach, tart Granny Smith apple, and green almond, all supported by bright, snappy acidity and a crisp core. The finish is clean with a whisper of grape-skin<br>phenols.</p>",7c9ba4_0237256d04a14806a5e7906e2dcf2b4d~mv2.png,Cobble Hill Winery; Vancouver Island; White; Wine,314380,,18.63,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_00bd0376-7bdc-d50f-6c0f-ec33126a2cc8,Product,Cobble Hill Winery 2023 Kismet White Blend,"<p>With a brilliant, star-bright clarity and a pale straw color with hints of green chartreuse at the edges, Kismet captivates at first glance. The nose reveals tightly packed aromas of lime zest, citrus blossom, quince, and a touch of white peach, showcasing the vibrant Albariño, Sauvignon Blanc, Viognier, and Bacchus varietals.</p><p>&nbsp;</p><p>On the palate, experience lip-smacking acidity with flavors of key lime, mint, pineapple, and white ginger, creating a super racy, lean, and edgy profile. Bone dry and medium-light bodied, this wine has minerality for days, reflecting the cold climate, rocky soils laced with oyster shells, and nearby ocean mist.</p>",7c9ba4_5b78de1a306d46429a0e8f23d0144633~mv2.png,Cobble Hill Winery; Vancouver Island; White; Wine,314375,,23.31,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_6bfae00d-9002-0707-11ff-fa76d39f1686,Product,"Unsworth N/V Ovation Fortified ""Port Style""","<p>Aged in a solera going back to 2009, Ovation is not too sweet while expressing bright red fruit flavours complemented by tawny notes of fig, chocolate, and coffee.</p><p>&nbsp;</p><p>Marechal Foch.&nbsp;&nbsp;Fortified to 19.2%</p>",02af16_2a91341308784fcbba606088e03903c3~mv2.jpg, Vancouver Island; Wine; Red;Unsworth Vineyards,49092,,21.98,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 500 ml,,,,,,,,,,,,,,,,,Unsworth Vineyards
product_8b073362-be7c-36b2-81b7-0eab19bf14f3,Product,Odd Society Burns Bog Smoked Malt Whisky,"<p>Burns Bog is the largest raised peat bog in North America and home<br>to hundreds of plant, animal, and bird species, many of which are<br>endangered. Bogs around the world are also said to be home to<br>mysterious monsters, lights, and creatures, which lurk about, waiting<br>to prey upon unsuspecting travellers.<br>Through the Burns Bog Conservation Society, we were able to obtain<br>a limited amount of Burns Bog peat, which was used to smoke some<br>of the malt that went into making this spirit. The whisky is smooth<br>and smoky with hints of cacao and chocolate on the nose, rich burnt<br>caramel on the palate, and a long warm finish that welcomes you to<br>the world of Burns Bog.</p>",7c9ba4_cd32ba92ec5546c194f91ad21481580a~mv2.png, Spirits; Lower Mainland;Odd Society Spirits,274608,,67.7,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 750&nbsp;ml</p>
",,,,,,,,,,,,,,,,,Odd Society Spirits
product_42a36b94-61b4-d267-49b3-89586d4b95aa,Product,Odd Society Solera Barrel Gin,"<p>Solera Barrel Gin, is our Wallflower Gin aged in a 30-litre American white oak rye cask.&nbsp; Gin was added to this Solera Barrel over time and now ranges from 3 to 4.5 years old.&nbsp; &nbsp;Extra time spent in oak adds a rich, smooth texture, and elevates the woody spice notes. Strong citrus flavours are coupled with a surprising fruitiness, and plum notes are pleasingly integrated with vanilla.&nbsp;</p>",7c9ba4_9f31b780209b43c3b406dd116fb44bd8~mv2.png, Spirits; Lower Mainland;Odd Society Spirits,355566,,23.32,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 375 ml,,,,,,,,,,,,,,,,,Odd Society Spirits
product_6d655c02-3840-a8eb-29e4-fcf6afe585d8,Product,Emandare 2022 'Traditional Method' Blanc De Blancs,<table>	<tbody>		<tr>			<td>			<p>Primarily Chardonnay with a splash of Gewurztraminer for aromatics and rested on the lees for 12 months before disgorging a limited 10 cases for Christmas before we officially release the rest of it in the Spring. This bubbly is a crowd pleaser for any and all festive occasions. Apple and zesty citrus meets delicate floral notes as the tiny creamy bubbles dance across your palate and hint at sweet fresh brioche.&nbsp;</p>			</td>		</tr>	</tbody></table>,7c9ba4_92310869d09c4a798a6bc742de9dc0bd~mv2.png,Emandare Vineyard; White, 266797,,31.6,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Emandare Vineyard
product_ee745524-f274-1bb9-d485-746f389dcc4b,Product,"Synchromesh 2023 Thorny Vines ""Dry"" Riesling","About a third of the way up the Naramata Bench with a Northern aspect, the Thorny Vines property is lovingly cared for by the Hornby-Smiths. Reaching into slightly richer loamy soils, these vines bring palate weight and a linear acidity not seen from our other properties.&nbsp; Citrus and mandarin explode on the nose leading to a very textured mouthfeel of tropical fruit and apple. A sweet kiss lifts the fruit until the Thorny Vines acidity wipes it clean to a nearly dry finish.",02af16_0e3e077855114fa59be5ae84da71941e~mv2.jpg, Okanagan; Wine; White;Synchromesh,439451,,23.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Synchromesh
product_a4530e1e-f0eb-98f5-8c48-ec4924368af0,Product,"2022 Storm Haven Blue Label ""Dry"" Riesling","<p>Synchromesh's only Riesling&nbsp;that sees time in barrel. It spent 12 months in a neutral French oak puncheon, on the lees, to develop further texture.</p>",7c9ba4_41b1dcaa454e43b997575889f85e16d1~mv2.png, Okanagan; Wine; White;Synchromesh,58402,,30.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Synchromesh
product_8bd04c33-a01e-77f5-1fe5-ebfac1604afa,Product,Salt Spring Wild Pineapple Guava  - 355 ml,"<p>A gently sweet cider made with culinary apples and fresh pineapple and guava juice. Unfiltered, so expect a little pulp and a lot of flavour. 6.2% ABV (4 pack of 355 ml cans)</p>",7c9ba4_d16e9f6eb36d44e59dce69093a6de167~mv2.png, Gulf Islands; Cider;Salt Spring Wild Cider House,326556,,4.55,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,1 x 355 ml,,,,,,,,,,,,,,,,,Salt Spring Wild Cider House
product_d8645ebe-ee8d-986d-3fe0-7b5059dc9445,Product,Odd Society Mushroom Whisky 375 ml,"<p>PORCINI &amp; CANDY CAP CANADIAN SINGLE MALT WHISKY</p><p>This whisky began as a community collaboration project with friends and neighbours. The innovation and success that it had meant it was important that we continue to produce this unique whisky. Porcini</p><p>and candy cap mushrooms are now in season, sourced by David Xiao of Oyster &amp; King.</p><p>The nose gives you a mossy meadow, sweet earth, and savoury maple. The rich mouthfeel includes hints of browned butter, toasted almonds, burnt caramel, ending with a long, sweet, mushroom umami finish.</p><p>Enjoy neat, on ice or in a autumn Old Fashioned.</p><p>Order P&amp;CC Canadian Single Malt Whisky direct delivery only Order desk: orderdesk@oddsocietyspirits.com</p><p>Orders can also be placed with your local reps.</p><p>Price: $33.45 SKU: 405611</p><p>Bottle size: 375 ml</p><p></p><p>Odd Society is a small-batch craft distillery in the heart of East Vancouver, dedicated to combining old-world distilling traditions with new-world ingredients and ingenuity to create a family of spirits that intrigue and entice.</p>",9a5bba_05da2117bd7a47f593a0da8b57b68af4~mv2.webp, Spirits; Lower Mainland;Odd Society Spirits,405611,SOLD OUT,33.45,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 375 ml,,,,,,,,,,,,,,,,,Odd Society Spirits
product_e13a0c52-292c-412e-5d9b-d51e40234b05,Product,Synchromesh Paddle Shift Riesling Spritzer 24 pack,"<p>This wine contains a little bit of fruit from each property we farm for Riesling, brought together with a light soda spritz to make the ultimate mid-week companion… or anytime.</p><p>Very slightly off-dry with refreshing acidity bubbling across the finish.</p><p>250 ml cans<br>24 units per flat</p>",02af16_fd8b91ba857a450b8363319b45a44f92~mv2.png, Okanagan; Wine; White;Synchromesh,382372,,5.5,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>24 x 250 ml</p>
",,,,,,,,,,,,,,,,,Synchromesh
product_149affe7-8ee6-eaf7-2bc3-c007a21cbeeb,Product,Salt Spring Wild Wild Pear and Quince,"<p>Made with hand foraged Salt Spring Island wild seed pears, tannic cider pears, Asian pears, and quince. Cold fermented using native yeast, then bottle conditioned to carbonate. Gently sweet due to the natural residual sugar from the pears. It's a somewhat juicy cider that pours cloudy, very fragrant with notes of melon, white pepper, and Manuka honey.""</p>",7c9ba4_7ce28ff717294c3f9512b12e1a7f3507~mv2.png, Gulf Islands; Cider;Salt Spring Wild Cider House,474616,,16.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Salt Spring Wild Cider House
product_b35ad543-43be-0ba7-69ac-8189551d2594,Product,Salt Spring Wild Pineapple Guava - Keg,"<p>A tropical vacation in a glass. A gently sweet cider made with pesticide-free culinary apples, fresh pineapple and guava juice.</p>",02af16_b7ee7ef2290e4cc4a31dac2157017ea8~mv2.png, Keg; Gulf Islands; Cider;Salt Spring Wild Cider House,326549,,180.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,1 x 20 litre,,,,,,,,,,,,,,,,,Salt Spring Wild Cider House
product_e2295dc0-b9e6-83d5-c751-db79f0a3735b,Product,Ones Sparkling Sauvignon Blanc 750 ml,"<p>Appellation: Okanagan Valley, Canada</p><p>Grapes: Chardonnay</p><p>Nutrition: 0 grams sugar, 0 grams carbohydrates</p><p>Alcohol: &lt;0.5%</p><p>Calories: 18 calories/glass</p>",9a5bba_3764afaf33914f618f7b4e07dc91042b~mv2.jpg, Okanagan; Wine; Sparkling,628942937828,SALE,17.5,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Ones
product_2512d2b3-b6ab-eb9a-489f-18509d76d734,Product,"Unsworth 2023 Allegro ""Island White Blend"" Keg","<p>Aromas of ripe peach, green papaya, and soft floral notes on the nose, which leads to a bright mid palate and refreshing length. This unique and hyperlocal blend of Petit Milo and Sauvignette is a true Vancouver Island hallmark.</p>",02af16_2e760458efff47c193aa7b22a387d45e~mv2.png, Vancouver Island; White;Unsworth Vineyards; Keg; Wine,036082,,431.74,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>1 x 20 litre</p>
",,,,,,,,,,,,,,,,,
10808,Product,1 Mill Road 2023 Chardonnay,"<p>This wine is produced from one of Naramata’s oldest vineyards and is certified&nbsp; sustainable. Planted in 1998, with unknown clones, these self-rooted vines grow and thrive in largely un-disturbed soils with no contouring or disruption.</p><p>The grapes were hand-picked and whole bunch pressed almost immediately after picking. The juice was then transferred directly to French oak puncheons and barriques (34% new) and barrelled on full solids. At the completion of primary fermentation, sulphur was added to ensure that malolactic fermentation did not<br>occur. The barrels were stirred every 3-4 weeks with minimal ullage on the ferment lees. The wine aged in barrel for nine months before blending, gentle filtering, and bottling.</p>",7c9ba4_ca70f36309a94031ade247e307b0ce4a~mv2.png, White; Wine; Okanagan;1 Mill Road,239702,,36.97,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,1 Mill Road
10810,Product,1 Mill Road 2023 Pinot Noir Rosé,"This Pinot Noir Rosé is make from grapes grown on the East Kelowna Slopes, on of BC's newest Sub-GI's.Vibrant pale salmon in appearance, expressing a delicate and floral nose with aromas of rose petals, orange peel, white pepper, and sea spray.The palate is refreshing with savoury notes and an acid line that balances this wine's subtle fruit sweetness.  A chalky undertone creates a rounding cadence on the palate.  The finish is intriguing, refined and bone dry with great persistance.",02af16_6ef112b1a09b434ba37f43748198f19d~mv2.png, Rosé; Wine; Okanagan;1 Mill Road,300839,,29.98,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,1 Mill Road
10788,Product,1 Mill Road 2022 Home Block Pinot Noir,"Grown on the Okanagan Valley’s heavier silty soils of the Naramata Bench, this vineyard site maximizes southwest exposure and the close proximity to Okanagan Lake allows for long days and a long growing season. Handpicked and hand sorted, the grapes are fermented and aged in beautiful wooden French oak tanks in the Naramata Wine Vault.",02af16_ad5d0d9981b54f689658cebaf7ac301b~mv2.png, Red; Wine; Okanagan;1 Mill Road,327893,,44.97,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,1 Mill Road
10806,Product,1 Mill Road 2022 Black Pine Pinot Noir,"Produced from Black Pine Vineyard, a 4-acre slice of paradise on the Naramata Bench. The Pinot Noir portion of the vineyard is planted to clones 667, 777, 115 and Pommard.A bright ruby colour that is lifted and fragrant on the nose, with a ripe sense of red fruits – dusty cherries, fresh cranberries and overripe strawberries. Swirling brings changes of complexity, with brown cardamom-like spices, crushed gravel and a light herbal edge from the whole bunch fermentation. The palate exudes the above fruit flavours, with a noticeable, youthful density, all wrapped in dusty, fine, savoury tannins with brightness in acidity that drives line and length.",02af16_a2552ad77c1c490abf56d748468d4052~mv2.png, Red; Wine; Okanagan;1 Mill Road,327888,,38.98,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,1 Mill Road
1462,Product,"Anthony Buchanan 2022 Pinot Blanc ""Lawson""","No skin contact at all, so pure and fresh, just the most aromatic expression of Pinot Blanc.
Asian pear, ripe apple skin, citrus candy on the nose.  This wine is well structured, balanced and juicy with medium texture on the mid palate and long delicate finish.",02af16_2472cb16d31041f98072e8e9a2555af6~mv2.png, White; Wine; Okanagan;Anthony Buchanan Wines,860957,SOLD OUT,18.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Anthony Buchanan Wines
8444,Product,Anthony Buchanan 2022 Piquette Blanc,"No sulfur added this is a little funkier than the past three vintages, if you like low intervention wines, this is for you. 
It’s only 6% alcohol, almost like a sour beer; maybe try it as a breakfast or brunch wine. 
There’s a little spritz on it, with some honeyed slightly reductive notes. Orange popsicle. Earthy funkiness. Yeasty - leesy.",02af16_abffad1fdf3248bfb73651d01aa01b04~mv2.png, White; Wine; Okanagan;Anthony Buchanan Wines,48523,,15.99,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Anthony Buchanan Wines
4834,Product,Anthony Buchanan 2023 Chardonnay Barrel Ferment,"<p>100% Chardonnay grown on the estate vineyard in Kaledan, BC.</p><p>&nbsp;</p><p>Whole cluster pressed with a gentle press cycle to ensure the highest quality of juice. Left to rest on light lees for 9 months before being bottled unfined and unfiltered.</p><p>&nbsp;</p><p>Tropical notes of pineapple, white peach and citrus on the nose with hints of<br>toasted bread , butter and apple. The palate is full and textured with bright<br>juicy acidity. A beautiful classic wine.</p>",7c9ba4_cc4f4ce58b774230b5ff8b3dc0e047e0~mv2.png, White; Wine; Okanagan;Anthony Buchanan Wines,422654,,24.01,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,Estate ,"<p>Vineyard</p><p>Origin: Estate Vineyard Kaleden BC, Organic (Not Certified)</p><p>Age: 33 plus</p><p>Yield: 3 tons/acre</p><p>Varietal: 100% Chardonnay</p><p>Orientation: Southeast</p><p>Soil: Sand, Silt</p><p>Harvest: Hand harvest September, 20, 2023</p><p>Cellar</p><p>Crush pad: whole cluster press</p><p>Fermentation: Spontaneous in a 1200 litre oak cask</p><p>Malolactic: Yes, natural bacteria</p><p>Aging: nine months on light lees in cask, lees stirring during malo</p><p>Bottling: August 21, 2024</p><p>Production: Limited to 130 cases</p><p>Wine Spec</p><p>Alcohol: 13.2%</p><p>Acid: 6.69g/1</p><p>Re</p>",,,,,,,,,,,,,,,Anthony Buchanan Wines
1460,Product,Anthony Buchanan 2019 Wild Ferment Brut Méthod Ancestrale,,02af16_133fb17230d54a2597e722a130b8144e~mv2.png, White; Wine; Okanagan;Anthony Buchanan Wines,237011,,23.03,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Anthony Buchanan Wines
1464,Product,Anthony Buchanan 2022 Viognier,"Perfumed aromas of peach, mango and orange blossom.  A textured, bright mid palate of preserved lemon reduction with flecks of herbal notes make this a classic cool climate Viognier.
Sustainably farmed from Mahli Farms, Oliver",02af16_40330b0b487d49799194ccd01889dbac~mv2.png, White; Wine; Okanagan;Anthony Buchanan Wines,13403,,19.97,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Anthony Buchanan Wines
1470,Product,Anthony Buchanan 2023 Trois Orange,"<p>Vineyard</p><p>Origin: Estate Vineyard Kaleden, St.Hubertus Vineyard Kelowna</p><p>Varietal: 84% Gewurztraminer, 12% Pinot Gris, 4% Pinot Blanc</p><p>&nbsp;</p><p>Cellar</p><p>Crush pad: Destem whole berry to open top tanks, a small portion of Gew</p><p>Was fermented whole cluster (semi-carbonic).</p><p>Fermentation: Wild yeast, 4 weeks on skins, foot tread twice per day</p><p>Malolactic: Yes, natural bacteria</p><p>Aging: 9 months in 59% Amphora, 22% Neutral Oak, 19% Concrete</p><p>&nbsp;</p><p>Lively notes of tea leaf, mango, guava and ripe kiwi fruit from start to finish. The core of the wine has depth with intense fruit, character and a bit of grip from the whole cluster portion. The finish is bright, long and juicy.</p>",7c9ba4_223ca3c537204e9b87cf60136b313635~mv2.png, White; Wine; Okanagan;Anthony Buchanan Wines,176501,SOLD OUT,24.05,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Anthony Buchanan Wines
